10,RP,1,2,0.3629,0.271,1.21,10.6313586035257,14.309921462646,346.163908675069
10,RP,1,4,0.392,0.2423,1.21,10.6313890838355,22.8831853504094,346.661624741904
10,RP,1,6,0.4151,0.2169,1.21,10.6314204003455,31.0341725979461,346.366016260803
10,RP,1,8,0.4357,0.1921,1.21,12.0830848584607,35.0775599639324,347.662217041741
10,RP,1,10,0.4521,0.171,1.21,13.9690955328629,37.1447312997543,349.09360847948
10,RP,1,12,0.4668,0.1514,1.21,15.9088987668731,39.3304931932132,350.216934094703
2.5,R,1,2,0.3768,0.2816,1.21,10.631365994543,13.9629662419531,353.075624428772
2.5,R,1,4,0.4166,0.2569,1.21,10.6314026531524,22.5047914738809,353.805741830623
2.5,R,1,6,0.4515,0.2329,1.21,10.6314425609056,30.9785735818125,353.563769838205
2.5,R,1,8,0.4812,0.2103,1.21,12.3038871870368,34.1370654388063,356.146057990669
2.5,R,1,10,0.5058,0.19,1.21,14.1816989890852,36.2162015025196,358.436932458257
5,R,1,2,0.3908,0.2929,1.21,10.631372739681,13.7389656762236,0.527462954944004
5,R,1,4,0.442,0.2728,1.21,10.6314147840673,22.3421656286587,1.58648099623542
5,R,1,6,0.4885,0.2515,1.21,10.6314606551094,30.8869346239202,1.46128189865622
5,R,1,8,0.5282,0.2297,1.21,12.461227471401,33.9911745427643,5.28086643027766
5,R,1,10,0.5604,0.21,1.21,14.3162358330822,36.3088955343503,8.24385886962622
7.5,R,1,2,0.402,0.3034,1.21,10.6313773937127,13.5499737864758,7.29451742707924
7.5,R,1,4,0.466,0.2888,1.21,10.6314245891532,22.4448400817003,9.37029286485956
7.5,R,1,6,0.5235,0.2698,1.21,10.6314750079046,31.2404852717244,9.34046571241652
7.5,R,1,8,0.5722,0.2487,1.21,12.5447014227929,34.6873234593457,14.1801105183562
7.5,R,1,10,0.6111,0.229,1.21,14.3963061528342,37.4554330995523,17.6100870453381
10,R,1,2,0.4128,0.3154,1.21,10.631381095946,13.3677982481283,14.9298496009314
10,R,1,4,0.4933,0.3068,1.21,10.6314345882121,23.0879081417101,17.7871916976157
10,R,1,6,0.5584,0.2921,1.21,10.6314848901193,31.5607389950986,17.4644757093976
10,R,1,8,0.6178,0.2713,1.21,12.4897630072927,36.0311857035694,22.5406605161261
10,R,1,10,0.6661,0.2499,1.21,14.4548407175752,39.630724779866,26.4869985491203
2.5,YR,1,2,0.4258,0.3344,1.21,10.6313840222076,13.1578787035883,26.7312273505747
2.5,YR,1,4,0.5311,0.3371,1.21,10.6314442882852,24.0250775036948,28.7694878236601
2.5,YR,1,6,0.6048,0.327,1.21,10.6314927465311,32.0936562140758,27.3010453394681
2.5,YR,1,8,0.6721,0.3058,1.21,12.1394011147496,37.7368383398335,30.3653619739568
5,YR,1,2,0.4377,0.358,1.21,10.631384909611,13.1316716412519,40.0684328282539
5,YR,1,4,0.566,0.3795,1.21,10.6314460100802,24.4329290447978,40.4272001921416
7.5,YR,1,2,0.443,0.3775,1.21,10.6313832164605,13.1077802816464,50.402478912335
10,YR,1,2,0.4446,0.3982,1.21,10.6313796278362,13.123708003202,61.1703443000373
2.5,Y,1,2,0.4362,0.4177,1.21,10.6313719448793,12.8094228222418,73.406843074653
5,Y,1,2,0.423,0.4265,1.21,10.6313644033457,12.3317477622691,82.3618185075173
7.5,Y,1,2,0.4042,0.4287,1.21,10.6313555119834,11.5875856253806,91.5250637725695
10,Y,1,2,0.3802,0.4212,1.21,10.6313453990586,10.3558954360608,100.902280454335
2.5,GY,1,2,0.354,0.4088,1.21,10.6313342987629,8.99963364098173,112.950808381325
5,GY,1,2,0.3359,0.3982,1.21,10.631326367047,8.11864720871929,123.468762539046
5,GY,1,4,0.3765,0.5942,1.21,10.7058421466966,20.8235795592719,131.121959399446
7.5,GY,1,2,0.3154,0.384,1.21,10.6313169592395,7.25230311233867,138.757025352224
7.5,GY,1,4,0.3133,0.538,1.21,10.6313110860883,21.7044613029821,141.383596208705
10,GY,1,2,0.3006,0.372,1.21,10.6313097728213,6.81486857117452,152.52044156997
10,GY,1,4,0.2722,0.4903,1.21,10.6312958966071,20.832732030262,151.483432366203
10,GY,1,6,0.2232,0.6392,1.21,11.5661363626275,27.2767903006977,143.970813032794
2.5,G,1,2,0.291,0.3634,1.21,10.6313048710824,6.68818311018104,162.371732833674
2.5,G,1,4,0.2454,0.4489,1.21,10.8283699382121,18.7226748676399,158.546253322188
2.5,G,1,6,0.1711,0.5619,1.21,12.0411865375648,24.075885243023,149.35119054168
2.5,G,1,8,0.062,0.6896,1.21,13.0877793065643,27.7845372611387,145.206792322233
5,G,1,2,0.2833,0.3564,1.21,10.6313007690401,6.73413682308398,170.406330058848
5,G,1,4,0.229,0.4218,1.21,10.9862652646258,17.1625638834964,164.599010262428
5,G,1,6,0.1468,0.4996,1.21,12.2951150676033,21.1059827418236,155.849382551656
5,G,1,8,0.0559,0.571,1.21,13.2768325685673,23.5719295837565,152.002452774167
7.5,G,1,2,0.2758,0.3484,1.21,10.6312966071761,6.79015065133381,178.785598680467
7.5,G,1,4,0.2159,0.3967,1.21,11.1139803889771,15.7858984793308,171.283140946524
